Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-189,Male,Manufacturing Director,Married,No,34,High School,2,2,3,1,3,3,10,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-190,Female,Healthcare Representative,Single,No,51,Bachelor's Degree,3,4,2,3,3,3,21,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-191,Male,Manager,Married,No,52,Master's Degree,2,5,3,0,3,1,34,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-192,Female,Research Scientist,Single,No,27,Bachelor's Degree,3,1,2,1,3,4,7,2
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-193,Male,Manufacturing Director,Married,Yes,35,Associates Degree,2,2,3,3,3,1,8,3
No,2021,Non-Travel,R&D,Medical,STAFF-194,Male,Research Scientist,Divorced,No,43,Bachelor's Degree,4,1,4,4,3,4,7,4
No,2023,Non-Travel,R&D,Medical,STAFF-195,Male,Manager,Married,No,45,Associates Degree,2,4,4,9,4,4,22,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-196,Male,Research Scientist,Married,Yes,37,Bachelor's Degree,4,1,1,1,3,1,8,2
No,2021,Travel_Frequently,R&D,Medical,STAFF-197,Female,Laboratory Technician,Single,No,35,Bachelor's Degree,3,2,2,5,3,4,10,3
No,2023,Non-Travel,R&D,Medical,STAFF-198,Female,Manufacturing Director,Divorced,No,42,Associates Degree,3,2,3,2,3,2,11,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-199,Male,Manufacturing Director,Married,No,38,Master's Degree,3,2,3,9,3,2,14,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-200,Male,Manufacturing Director,Married,No,38,Bachelor's Degree,3,2,4,3,3,1,9,1
No,2022,Travel_Frequently,R&D,Technical Degree,STAFF-201,Male,Manufacturing Director,Married,No,27,High School,2,2,1,5,3,3,6,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-202,Male,Manufacturing Director,Divorced,Yes,49,Master's Degree,3,2,4,1,3,1,7,3
No,2022,Travel_Frequently,R&D,Medical,STAFF-203,Male,Research Scientist,Divorced,Yes,34,Master's Degree,3,1,3,1,3,4,5,4
No,2022,Travel_Rarely,R&D,Medical,STAFF-204,Male,Laboratory Technician,Married,Yes,40,Associates Degree,3,2,4,8,3,3,15,4
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-205,Male,Healthcare Representative,Married,Yes,38,High School,3,2,1,7,3,2,17,3
Yes,2020,Travel_Rarely,Sales,Marketing,STAFF-206,Female,Sales Executive,Married,No,29,Bachelor's Degree,3,3,4,1,4,4,10,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-207,Male,Research Scientist,Divorced,Yes,22,Bachelor's Degree,4,1,2,1,3,1,4,2
No,2021,Travel_Frequently,R&D,Medical,STAFF-208,Female,Laboratory Technician,Single,No,36,High School,3,1,4,1,3,1,8,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-209,Male,Healthcare Representative,Married,No,40,Doctoral Degree,2,2,4,9,3,4,5,1
No,2021,Travel_Rarely,R&D,Medical,STAFF-210,Male,Healthcare Representative,Divorced,No,46,Master's Degree,3,3,1,7,3,3,17,3
Yes,2022,Travel_Rarely,Sales,Medical,STAFF-211,Male,Sales Executive,Married,No,32,Master's Degree,1,3,4,1,3,3,14,2
No,2020,Non-Travel,R&D,Life Sciences,STAFF-212,Male,Manufacturing Director,Single,No,30,High School,2,3,3,1,4,3,12,3
No,2022,Travel_Frequently,Sales,Life Sciences,STAFF-213,Female,Sales Executive,Single,No,27,Bachelor's Degree,3,2,3,1,3,4,7,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-214,Male,Research Director,Married,No,51,Master's Degree,2,3,2,5,3,4,16,1
Yes,2023,Travel_Rarely,R&D,Technical Degree,STAFF-215,Female,Research Scientist,Single,Yes,30,Bachelor's Degree,3,1,1,5,3,3,8,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-216,Female,Manager,Single,Yes,41,Bachelor's Degree,3,3,4,3,3,3,16,3
Yes,2020,Travel_Frequently,Sales,Marketing,STAFF-217,Female,Sales Executive,Single,No,30,Master's Degree,2,2,1,5,3,3,9,2
Yes,2020,Travel_Rarely,R&D,Technical Degree,STAFF-218,Male,Research Scientist,Single,No,29,Bachelor's Degree,3,1,3,0,3,4,7,2
No,2022,Non-Travel,Sales,Medical,STAFF-219,Female,Sales Executive,Single,No,45,Bachelor's Degree,2,3,4,6,3,4,23,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-220,Female,Sales Executive,Married,No,54,Bachelor's Degree,3,2,1,2,3,4,16,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-221,Male,Laboratory Technician,Single,No,36,Associates Degree,3,2,2,8,3,4,16,4
No,2021,Travel_Rarely,R&D,Medical,STAFF-222,Female,Research Scientist,Married,No,33,Master's Degree,2,1,2,6,4,4,7,3
No,2022,Travel_Frequently,R&D,Other,STAFF-223,Male,Research Director,Divorced,Yes,37,Bachelor's Degree,3,3,4,1,3,3,10,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-224,Male,Sales Executive,Divorced,No,38,Bachelor's Degree,3,3,3,0,3,3,17,2
No,2023,Non-Travel,R&D,Medical,STAFF-225,Male,Manufacturing Director,Married,No,31,Master's Degree,1,2,3,0,3,4,6,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-226,Male,Research Scientist,Married,No,59,Bachelor's Degree,2,1,4,3,3,1,7,3
No,2020,Travel_Frequently,Sales,Marketing,STAFF-227,Male,Sales Representative,Divorced,No,37,Master's Degree,3,1,4,4,3,3,13,3
No,2020,Travel_Frequently,Sales,Medical,STAFF-228,Female,Sales Executive,Married,No,29,High School,3,3,4,1,3,4,11,3
No,2020,Travel_Frequently,Sales,Marketing,STAFF-229,Female,Sales Executive,Single,No,35,Bachelor's Degree,3,3,3,1,3,1,10,4
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-230,Male,Research Scientist,Single,Yes,29,High School,2,1,4,1,3,3,4,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-231,Female,Laboratory Technician,Single,No,52,Bachelor's Degree,2,1,4,7,3,2,6,2
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-232,Male,Manager,Married,No,42,Associates Degree,3,5,4,1,3,4,22,3
No,2021,Travel_Rarely,HR,Medical,STAFF-233,Male,Human Resources,Married,No,59,Associates Degree,3,1,3,8,3,4,7,2
No,2023,Travel_Rarely,Sales,Medical,STAFF-234,Female,Manager,Divorced,No,50,Master's Degree,3,5,4,3,3,3,32,2
Yes,2020,Travel_Rarely,R&D,Medical,STAFF-235,Male,Laboratory Technician,Married,Yes,33,Bachelor's Degree,3,1,4,5,3,3,8,1
No,2022,Travel_Rarely,Sales,Marketing,STAFF-236,Female,Manager,Married,Yes,43,Bachelor's Degree,3,4,4,5,4,3,22,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-237,Female,Laboratory Technician,Married,No,33,Associates Degree,3,1,1,7,4,1,13,4
No,2022,Non-Travel,Sales,Life Sciences,STAFF-238,Male,Manager,Single,Yes,52,Master's Degree,2,5,3,1,3,4,33,4
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-239,Female,Sales Representative,Married,No,32,Associates Degree,3,1,2,2,3,1,6,3
Yes,2021,Travel_Rarely,R&D,Life Sciences,STAFF-240,Male,Laboratory Technician,Single,Yes,32,Bachelor's Degree,2,1,3,0,3,4,4,1
No,2022,Travel_Rarely,R&D,Medical,STAFF-241,Female,Laboratory Technician,Divorced,No,39,Master's Degree,3,1,3,7,3,3,7,3
No,2020,Non-Travel,Sales,Marketing,STAFF-242,Male,Sales Executive,Married,No,32,Master's Degree,3,2,4,0,3,1,4,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-243,Male,Research Scientist,Divorced,No,41,Associates Degree,3,2,1,2,3,1,17,2
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-244,Male,Research Scientist,Divorced,No,40,Associates Degree,3,2,4,1,3,1,9,3
No,2023,Travel_Rarely,R&D,Other,STAFF-245,Male,Manager,Married,No,45,Bachelor's Degree,4,5,4,0,3,3,25,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-246,Male,Research Director,Divorced,No,31,Master's Degree,3,3,3,9,3,1,9,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-247,Female,Research Scientist,Married,No,33,Master's Degree,2,1,4,1,3,3,2,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-248,Male,Manufacturing Director,Married,No,34,Master's Degree,2,2,1,6,3,2,13,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-249,Female,Research Scientist,Married,No,37,Associates Degree,2,1,1,2,3,1,17,2
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-250,Male,Manufacturing Director,Married,No,45,Master's Degree,4,2,3,4,3,4,9,3
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-251,Male,Manufacturing Director,Divorced,No,37,Bachelor's Degree,3,3,3,6,3,2,17,3
No,2022,Travel_Frequently,R&D,Technical Degree,STAFF-252,Female,Healthcare Representative,Single,No,39,Master's Degree,3,3,3,0,4,4,20,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-253,Male,Research Scientist,Single,No,29,Bachelor's Degree,3,1,4,1,3,1,6,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-254,Female,Research Scientist,Single,Yes,42,Associates Degree,4,2,1,3,3,3,10,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-255,Male,Sales Executive,Divorced,No,29,Associates Degree,3,2,4,2,3,4,10,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-256,Female,Manufacturing Director,Married,No,25,Bachelor's Degree,3,2,3,0,3,4,5,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-257,Female,Laboratory Technician,Divorced,Yes,42,Bachelor's Degree,2,1,1,0,3,3,10,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-258,Male,Research Director,Divorced,No,40,Associates Degree,3,5,3,0,3,4,22,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-259,Male,Research Scientist,Married,No,51,Bachelor's Degree,3,1,4,1,3,2,1,2
Yes,2021,Travel_Frequently,R&D,Medical,STAFF-260,Male,Laboratory Technician,Single,No,31,Associates Degree,2,1,2,0,3,2,6,4
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-261,Male,Laboratory Technician,Married,No,32,Bachelor's Degree,4,1,2,1,4,3,5,1
No,2020,Non-Travel,Sales,Life Sciences,STAFF-262,Male,Sales Executive,Married,No,38,Associates Degree,2,2,4,3,3,4,13,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-263,Male,Laboratory Technician,Single,No,32,High School,2,2,1,4,3,4,9,3
No,2023,Travel_Rarely,Sales,Technical Degree,STAFF-264,Female,Manager,Married,Yes,46,Bachelor's Degree,1,4,2,3,3,2,28,2
Yes,2021,Travel_Rarely,R&D,Life Sciences,STAFF-265,Male,Laboratory Technician,Single,No,28,Master's Degree,3,1,3,2,3,3,5,1
No,2021,Travel_Rarely,Sales,Medical,STAFF-266,Male,Sales Executive,Married,No,29,Bachelor's Degree,2,2,2,2,3,2,10,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-267,Male,Healthcare Representative,Married,No,31,Bachelor's Degree,2,2,4,0,4,2,10,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-268,Male,Healthcare Representative,Divorced,No,25,Associates Degree,4,2,1,1,3,4,6,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-269,Male,Healthcare Representative,Married,Yes,45,Associates Degree,3,4,4,0,3,2,21,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-270,Male,Laboratory Technician,Married,No,36,Bachelor's Degree,3,1,4,0,3,3,16,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-271,Male,Manager,Single,Yes,55,Bachelor's Degree,3,5,1,0,3,3,37,3
Yes,2022,Non-Travel,R&D,Life Sciences,STAFF-272,Male,Manager,Married,Yes,47,Master's Degree,3,3,2,1,3,4,10,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-273,Male,Research Scientist,Married,No,28,Bachelor's Degree,3,1,4,1,4,4,5,2
No,2021,Travel_Rarely,Sales,Medical,STAFF-274,Male,Sales Executive,Married,No,37,Master's Degree,3,2,4,4,3,2,7,4
No,2023,Travel_Rarely,R&D,Medical,STAFF-275,Male,Research Scientist,Single,No,21,Associates Degree,2,1,3,1,3,1,3,4
No,2021,Non-Travel,R&D,Medical,STAFF-276,Female,Research Director,Divorced,Yes,37,Master's Degree,3,3,4,2,3,1,15,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-277,Female,Manager,Divorced,No,35,Bachelor's Degree,4,3,2,7,3,2,10,2
No,2021,Travel_Rarely,Sales,Medical,STAFF-278,Female,Sales Executive,Divorced,Yes,38,Associates Degree,4,2,1,1,4,3,8,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-279,Female,Manufacturing Director,Divorced,No,26,Bachelor's Degree,3,2,2,1,4,1,6,1
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-280,Male,Research Director,Divorced,No,50,High School,3,5,2,3,3,1,28,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-281,Male,Research Director,Married,Yes,53,Master's Degree,3,4,3,3,3,4,21,2
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-282,Male,Sales Executive,Married,No,42,High School,3,2,3,1,4,3,20,3
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-283,Male,Sales Executive,Single,No,29,Associates Degree,3,2,4,1,3,1,10,2
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-284,Male,Laboratory Technician,Married,Yes,55,Associates Degree,3,2,4,3,3,4,12,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-285,Male,Healthcare Representative,Married,Yes,26,Associates Degree,3,2,1,1,3,3,5,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-286,Female,Research Scientist,Single,No,37,Bachelor's Degree,3,1,4,1,3,2,17,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-287,Male,Laboratory Technician,Divorced,Yes,44,Bachelor's Degree,3,1,3,3,4,4,19,1
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-288,Male,Healthcare Representative,Divorced,No,38,Master's Degree,3,2,4,9,3,2,10,3
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-289,Male,Laboratory Technician,Divorced,Yes,26,Master's Degree,3,1,2,2,3,4,5,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-290,Female,Research Scientist,Single,No,28,Associates Degree,3,1,4,1,4,4,5,3
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-291,Female,Research Director,Single,Yes,49,Master's Degree,3,5,1,9,3,4,22,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-292,Male,Research Scientist,Single,No,36,Bachelor's Degree,3,2,2,4,3,4,10,3
No,2022,Travel_Frequently,Sales,Marketing,STAFF-293,Female,Sales Representative,Divorced,No,31,Bachelor's Degree,3,1,2,1,3,3,2,2
Yes,2020,Travel_Rarely,Sales,Marketing,STAFF-294,Male,Sales Executive,Single,Yes,26,Master's Degree,2,2,4,1,3,2,8,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-295,Male,Research Scientist,Married,Yes,37,Bachelor's Degree,3,1,4,1,3,3,4,2
No,2021,Travel_Frequently,Sales,Marketing,STAFF-296,Female,Sales Executive,Married,No,42,Bachelor's Degree,3,4,2,5,3,4,23,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-297,Male,Laboratory Technician,Single,No,18,Bachelor's Degree,3,1,3,1,3,3,0,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-298,Male,Sales Executive,Married,No,35,Bachelor's Degree,3,3,2,0,3,3,12,2
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-299,Male,Laboratory Technician,Married,No,36,Master's Degree,4,1,4,4,3,4,4,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-300,Male,Manufacturing Director,Divorced,No,51,Bachelor's Degree,1,2,2,5,3,4,13,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-301,Male,Manager,Single,No,41,Master's Degree,3,4,2,1,3,2,22,3
No,2021,Travel_Rarely,Sales,Medical,STAFF-302,Female,Sales Representative,Single,No,18,Bachelor's Degree,2,1,3,1,3,1,0,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-303,Male,Healthcare Representative,Single,No,28,Associates Degree,4,2,1,0,3,3,9,3
No,2021,Travel_Rarely,Sales,Technical Degree,STAFF-304,Male,Sales Executive,Married,No,31,Bachelor's Degree,4,2,4,4,3,2,10,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-305,Male,Healthcare Representative,Divorced,No,39,Bachelor's Degree,4,3,4,0,3,1,19,2
No,2023,Non-Travel,R&D,Life Sciences,STAFF-306,Female,Laboratory Technician,Married,No,36,Master's Degree,3,2,2,7,3,3,11,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-307,Male,Sales Executive,Married,No,32,Bachelor's Degree,2,2,3,1,3,3,13,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-308,Female,Research Director,Married,No,38,Associates Degree,2,3,2,3,3,3,19,3
No,2021,Non-Travel,R&D,Life Sciences,STAFF-309,Male,Healthcare Representative,Divorced,Yes,58,Master's Degree,1,2,3,2,3,4,12,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-310,Male,Research Scientist,Married,Yes,31,Master's Degree,3,1,4,0,3,3,6,3
No,2021,Travel_Rarely,HR,Human Resources,STAFF-311,Male,Human Resources,Married,No,31,Bachelor's Degree,2,2,1,3,3,4,9,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-312,Male,Laboratory Technician,Divorced,No,45,Bachelor's Degree,3,3,1,1,3,1,24,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-313,Male,Research Scientist,Divorced,Yes,31,Master's Degree,3,1,4,0,3,2,3,1
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-314,Female,Manager,Married,No,33,Master's Degree,3,3,2,6,3,2,12,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-315,Male,Manager,Married,Yes,39,High School,3,4,1,1,3,4,21,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-316,Female,Laboratory Technician,Single,No,43,Master's Degree,3,1,4,0,3,1,9,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-317,Female,Healthcare Representative,Single,Yes,49,Associates Degree,2,4,3,7,3,4,25,3
Yes,2020,Travel_Rarely,R&D,Medical,STAFF-318,Male,Research Scientist,Married,No,52,Master's Degree,2,2,2,2,3,1,11,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-319,Female,Research Scientist,Single,Yes,27,Bachelor's Degree,3,1,2,1,3,2,4,2
No,2020,Travel_Rarely,Sales,Technical Degree,STAFF-320,Female,Sales Executive,Married,Yes,32,Associates Degree,2,2,2,1,3,4,13,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-321,Male,Sales Executive,Single,Yes,27,Bachelor's Degree,3,2,3,1,3,1,5,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-322,Male,Sales Executive,Divorced,No,31,Bachelor's Degree,3,2,4,4,3,4,13,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-323,Female,Research Scientist,Single,No,32,Master's Degree,4,2,4,7,3,3,10,2
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-324,Male,Research Scientist,Married,Yes,28,Master's Degree,1,1,4,5,3,4,5,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-325,Female,Research Scientist,Married,No,30,Associates Degree,3,2,4,1,3,4,11,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-326,Female,Manufacturing Director,Married,No,31,Associates Degree,2,3,3,1,4,1,10,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-327,Male,Manager,Married,No,39,Associates Degree,2,5,4,1,3,1,21,3
Yes,2021,Travel_Rarely,Sales,Medical,STAFF-328,Female,Sales Executive,Married,Yes,39,Associates Degree,3,2,3,4,3,1,12,2
No,2020,Travel_Frequently,Sales,Marketing,STAFF-329,Male,Sales Executive,Single,No,33,Bachelor's Degree,2,2,4,3,3,3,9,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-330,Male,Research Director,Married,No,47,Doctoral Degree,3,5,3,4,3,2,21,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-331,Female,Laboratory Technician,Divorced,No,43,Master's Degree,2,2,3,1,3,2,9,4
No,2022,Non-Travel,Sales,Marketing,STAFF-332,Male,Sales Executive,Married,Yes,27,High School,3,2,2,0,3,4,6,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-333,Female,Research Scientist,Single,No,54,Master's Degree,3,2,3,3,3,4,20,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-334,Female,Healthcare Representative,Married,No,43,Bachelor's Degree,3,3,1,8,3,1,10,2
No,2020,Travel_Rarely,R&D,Other,STAFF-335,Male,Research Scientist,Married,No,45,Master's Degree,3,2,4,9,3,1,12,3
No,2022,Travel_Rarely,Sales,Medical,STAFF-336,Male,Sales Executive,Married,Yes,40,Associates Degree,1,2,4,2,4,3,6,2
Yes,2021,Travel_Rarely,R&D,Other,STAFF-337,Male,Laboratory Technician,Married,Yes,29,Master's Degree,1,1,1,1,3,4,7,2
No,2022,Travel_Rarely,R&D,Other,STAFF-338,Male,Laboratory Technician,Single,No,29,Doctoral Degree,2,1,4,0,3,3,4,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-339,Female,Sales Executive,Divorced,No,30,Bachelor's Degree,2,2,3,1,3,3,10,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-340,Female,Sales Executive,Married,No,27,Master's Degree,3,2,2,1,3,1,8,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-341,Male,Manufacturing Director,Divorced,No,37,Associates Degree,3,2,4,7,3,3,8,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-342,Male,Research Director,Divorced,Yes,38,Associates Degree,2,3,4,0,3,2,12,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-343,Female,Manufacturing Director,Single,Yes,31,Master's Degree,3,3,4,1,3,3,11,2
No,2023,Travel_Rarely,Sales,Marketing,STAFF-344,Female,Sales Executive,Divorced,Yes,29,High School,2,2,2,1,3,1,7,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-345,Male,Manufacturing Director,Single,No,35,Master's Degree,3,3,2,0,3,4,17,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-346,Male,Research Scientist,Divorced,No,23,High School,3,1,4,1,3,3,4,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-347,Male,Manufacturing Director,Single,Yes,41,Bachelor's Degree,2,2,2,6,3,4,8,3
No,2020,Travel_Frequently,Sales,Medical,STAFF-348,Male,Sales Representative,Single,No,47,High School,3,2,3,3,3,1,5,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-349,Female,Research Director,Single,No,42,Doctoral Degree,3,4,4,2,3,2,16,3
No,2022,Non-Travel,Sales,Life Sciences,STAFF-350,Male,Sales Executive,Married,No,29,Bachelor's Degree,3,2,3,1,3,1,4,2
No,2023,Travel_Rarely,HR,Technical Degree,STAFF-351,Male,Human Resources,Divorced,Yes,42,High School,3,1,3,0,3,3,4,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-352,Female,Laboratory Technician,Married,No,32,Bachelor's Degree,3,1,2,1,3,3,8,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-353,Female,Manager,Married,No,48,High School,3,3,3,3,4,2,15,1
No,2020,Travel_Rarely,R&D,Medical,STAFF-354,Male,Research Scientist,Divorced,Yes,37,Bachelor's Degree,4,2,1,4,3,1,13,3
No,2021,Non-Travel,Sales,Technical Degree,STAFF-355,Female,Sales Executive,Married,Yes,30,Associates Degree,3,2,3,7,3,2,4,4
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-356,Male,Sales Executive,Married,No,26,Bachelor's Degree,3,2,3,1,3,2,8,3
No,2020,Travel_Rarely,R&D,Other,STAFF-357,Male,Healthcare Representative,Single,No,42,Master's Degree,2,2,4,3,4,2,14,3
Yes,2022,Travel_Frequently,Sales,Technical Degree,STAFF-358,Female,Sales Representative,Single,Yes,21,High School,2,1,2,1,3,3,3,3
No,2022,Non-Travel,Sales,Medical,STAFF-359,Female,Sales Executive,Single,No,36,Doctoral Degree,3,2,4,4,3,2,7,3
No,2021,Travel_Frequently,Sales,Medical,STAFF-360,Male,Sales Executive,Married,No,36,Master's Degree,2,3,4,4,3,1,16,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-361,Male,Healthcare Representative,Married,No,57,Master's Degree,3,2,3,2,3,3,15,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-362,Female,Laboratory Technician,Married,Yes,40,Master's Degree,4,1,3,3,3,3,10,3
No,2023,Non-Travel,Sales,Medical,STAFF-363,Male,Sales Representative,Single,No,21,Associates Degree,3,1,4,1,4,3,3,2
Yes,2023,Travel_Rarely,Sales,Marketing,STAFF-364,Female,Sales Representative,Single,Yes,33,Bachelor's Degree,3,1,3,1,3,2,1,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-365,Female,Laboratory Technician,Married,No,37,Bachelor's Degree,3,1,1,6,4,2,17,3
No,2020,Non-Travel,R&D,Medical,STAFF-366,Female,Manufacturing Director,Married,No,46,Master's Degree,3,2,3,2,3,3,7,4
Yes,2021,Travel_Frequently,Sales,Marketing,STAFF-367,Male,Sales Executive,Single,No,41,Bachelor's Degree,3,2,2,1,3,3,8,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-368,Male,Healthcare Representative,Single,No,50,Bachelor's Degree,2,3,4,6,3,4,20,3
